Student ID,Session ID,Date,EEG Data (PSD Features),Engagement Level,Attention Level,Internet Connectivity,Adaptivity Level,Learning Mode Prediction,Performance Metrics
1379,151,2025-01-09,"[0.3136101208518096, 0.06833806080721472, 0.6071995203753069]",High,Low,Moderate (Wi-Fi),High,Visual Learner,76
1380,130,2025-01-30,"[0.6230446595860197, 0.0251854593687324, 0.25934620225613214]",Low,Moderate,High (Mobile/Wi-Fi),Low,Auditory Learner,88
1381,165,2025-01-23,"[0.6139035743278402, 0.9745489850069393, 0.39115055020022815]",Low,Moderate,Moderate (Wi-Fi),Moderate,Visual Learner,77
1382,119,2025-01-19,"[0.5372568566057582, 0.3764948942145434, 0.19533650016012294]",Moderate,High,Low (Mobile),High,Visual Learner,97
1383,101,2025-01-05,"[0.4831102476551311, 0.327676667263194, 0.19488498382768438]",Low,High,Low (Mobile),High,Auditory Learner,92
1384,190,2025-01-30,"[0.10624611894012292, 0.2601126286138302, 0.9515255827932807]",Moderate,High,High (Mobile/Wi-Fi),High,Visual Learner,92
1385,188,2025-01-03,"[0.7542523170740993, 0.33642488580544694, 0.3755885256903879]",Low,Moderate,Low (Mobile),Low,Kinesthetic Learner,76
1386,187,2025-01-17,"[0.6023832295781052, 0.6464991443651683, 0.8081106559606223]",Moderate,Moderate,Moderate (Wi-Fi),High,Auditory Learner,86
1387,142,2025-01-23,"[0.21028883416752797, 0.16342682615366955, 0.012309345705932895]",Moderate,Low,Low (Mobile),Moderate,Visual Learner,99
1388,165,2025-01-20,"[0.17680045040778447, 0.686839895868678, 0.699013131354385]",Low,High,Moderate (Wi-Fi),High,Auditory Learner,82
1389,178,2025-01-13,"[0.10270985534424204, 0.508847606738469, 0.8525620751993114]",Low,Low,Low (Mobile),Low,Kinesthetic Learner,97
1390,158,2025-01-19,"[0.37327763085945886, 0.02863050423230562, 0.9446740236874428]",Moderate,Moderate,Low (Mobile),High,Visual Learner,54
1391,114,2025-01-03,"[0.8317105734571948, 0.0327281793196339, 0.4987753156670467]",High,Moderate,High (Mobile/Wi-Fi),Low,Auditory Learner,75
1392,189,2025-01-21,"[0.11375838236041191, 0.7298700128542079, 0.9768747197001433]",High,High,Moderate (Wi-Fi),Moderate,Kinesthetic Learner,50
1393,183,2025-01-21,"[0.02433781664112855, 0.46201922171537124, 0.9788128939890346]",High,Moderate,High (Mobile/Wi-Fi),High,Auditory Learner,84
1394,130,2025-01-23,"[0.494997162418767, 0.9914731958595787, 0.7342143523497145]",Low,Low,Low (Mobile),Low,Visual Learner,78
1395,148,2025-01-26,"[0.2889492253985626, 0.8883480373120102, 0.6576808077349233]",Low,Moderate,High (Mobile/Wi-Fi),Moderate,Visual Learner,88
1396,129,2025-01-21,"[0.15768037641956922, 0.47667197769884717, 0.8035495505165509]",Moderate,Moderate,Moderate (Wi-Fi),Moderate,Auditory Learner,90
1397,158,2025-01-27,"[0.8997241709765114, 0.4911051708114289, 0.8632740590942779]",Low,Moderate,High (Mobile/Wi-Fi),High,Auditory Learner,78
1398,134,2025-01-15,"[0.0943478999793711, 0.8350054604248306, 0.5086101193611823]",Moderate,Low,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,60
1399,111,2025-01-14,"[0.2821732894335177, 0.9461741490000123, 0.7214082330435154]",Low,High,Low (Mobile),Low,Auditory Learner,85
1400,158,2025-01-23,"[0.1480803869364975, 0.14705396485353694, 0.6179183926031124]",Low,High,High (Mobile/Wi-Fi),Moderate,Auditory Learner,86
1401,123,2025-01-30,"[0.72454304738416, 0.39309631191679084, 0.3773380380453354]",High,Moderate,Low (Mobile),Moderate,Kinesthetic Learner,67
1402,146,2025-01-29,"[0.8317495286653351, 0.5525718629914678, 0.02784519242177874]",High,Low,Low (Mobile),Moderate,Kinesthetic Learner,77
1403,197,2025-01-05,"[0.2382227327544738, 0.3532697490124431, 0.14633802651629646]",Moderate,Low,Low (Mobile),High,Kinesthetic Learner,71
1404,184,2025-01-24,"[0.6510848521965776, 0.9915000061589758, 0.14615621433219617]",Low,Low,High (Mobile/Wi-Fi),Low,Visual Learner,56
1405,140,2025-01-09,"[0.2523374391968414, 0.5036983636820365, 0.5383623023415314]",High,High,High (Mobile/Wi-Fi),Moderate,Auditory Learner,93
1406,172,2025-01-13,"[0.9740285144652184, 0.2987065796557138, 0.8206746005979412]",Low,Low,Moderate (Wi-Fi),High,Auditory Learner,53
1407,146,2025-01-06,"[0.2911468605082813, 0.6184785050017043, 0.2580611501956884]",Low,High,Low (Mobile),Moderate,Kinesthetic Learner,60
1408,122,2025-01-19,"[0.4405597360490836, 0.14994328495100073, 0.045413815915571254]",Moderate,Moderate,Moderate (Wi-Fi),High,Auditory Learner,96
1409,112,2025-01-24,"[0.7386260083203429, 0.0009700978458201392, 0.5445540324126866]",Low,High,Low (Mobile),Low,Visual Learner,79
1410,172,2025-01-22,"[0.21337287340656752, 0.5601209943377818, 0.26687340054101716]",Moderate,Moderate,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,78
1411,159,2025-01-28,"[0.7858791521377971, 0.7764407399781211, 0.11389449302129229]",High,Moderate,Low (Mobile),High,Auditory Learner,77
1412,145,2025-01-15,"[0.9714033410064171, 0.8152143687379666, 0.8024314889412087]",High,Moderate,Moderate (Wi-Fi),Moderate,Kinesthetic Learner,50
1413,119,2025-01-09,"[0.9290262047734623, 0.45860904164916017, 0.6209854758173461]",Moderate,Low,High (Mobile/Wi-Fi),High,Kinesthetic Learner,55
1414,112,2025-01-27,"[0.5276766769978037, 0.7615841097923071, 0.5555540174761153]",Moderate,Moderate,High (Mobile/Wi-Fi),High,Visual Learner,63
1415,182,2025-01-14,"[0.16212359051309, 0.2984950173242431, 0.8489920394660581]",Low,Low,Low (Mobile),High,Visual Learner,63
1416,120,2025-01-02,"[0.15577633020995152, 0.5018632748791255, 0.5115178664137245]",Moderate,Low,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,95
1417,197,2025-01-20,"[0.9748982530554045, 0.4148479464103434, 0.6475532323952926]",Moderate,Moderate,Low (Mobile),Low,Kinesthetic Learner,94
1418,165,2025-01-08,"[0.23373134483839375, 0.48709230008600224, 0.11702296712610294]",Moderate,Moderate,Moderate (Wi-Fi),Low,Kinesthetic Learner,71
1419,100,2025-01-13,"[0.561743576879219, 0.08472073757073662, 0.6020464094502097]",Moderate,Moderate,High (Mobile/Wi-Fi),Moderate,Visual Learner,86
1420,195,2025-01-24,"[0.7420280668158965, 0.22693795541584927, 0.08764604581474156]",Low,High,Moderate (Wi-Fi),Moderate,Auditory Learner,82
1421,193,2025-01-17,"[0.5514705622711976, 0.16130286592502519, 0.5335317857819323]",Moderate,High,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,84
1422,153,2025-01-21,"[0.30039384917488443, 0.9435176376313263, 0.8024297260493249]",Moderate,High,Moderate (Wi-Fi),Moderate,Kinesthetic Learner,60
1423,159,2025-01-23,"[0.8153445691211368, 0.8616434081301008, 0.5716434544064022]",Low,Moderate,Low (Mobile),Moderate,Visual Learner,61
1424,154,2025-01-17,"[0.6826907232587601, 0.5278182426930401, 0.7979860248489687]",Low,High,Moderate (Wi-Fi),Low,Auditory Learner,72
1425,123,2025-01-10,"[0.49888321378352085, 0.8808872319503318, 0.34628856639556527]",High,Low,Moderate (Wi-Fi),Moderate,Visual Learner,54
1426,112,2025-01-16,"[0.644798068408898, 0.8779762977545222, 0.9524305086230209]",Moderate,Low,Low (Mobile),Low,Auditory Learner,58
1427,122,2025-01-06,"[0.13797598485337148, 0.6623156500776143, 0.8578017368708208]",Moderate,Low,High (Mobile/Wi-Fi),Low,Auditory Learner,66
1428,131,2025-01-12,"[0.02380685846033026, 0.7039354594813726, 0.6930402057813736]",Moderate,High,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,80
1429,161,2025-01-03,"[0.607385780727579, 0.06656384998601483, 0.2984075904120769]",Moderate,High,Low (Mobile),High,Kinesthetic Learner,68
1430,171,2025-01-06,"[0.6154823320810815, 0.38885285726439434, 0.8415828516425449]",Low,Moderate,Low (Mobile),Moderate,Auditory Learner,55
1431,130,2025-01-29,"[0.19443886126269816, 0.8848218782543116, 0.6834528517912694]",Moderate,High,Moderate (Wi-Fi),High,Auditory Learner,54
1432,182,2025-01-11,"[0.836537810731699, 0.7826708756015979, 0.6344461526637185]",Low,High,Low (Mobile),High,Visual Learner,83
1433,163,2025-01-07,"[0.35731337206732494, 0.08880049750306973, 0.9164978854201963]",Low,High,High (Mobile/Wi-Fi),High,Visual Learner,55
1434,104,2025-01-29,"[0.8065554295445676, 0.4951080895757882, 0.8098533038206706]",High,Moderate,High (Mobile/Wi-Fi),Low,Visual Learner,62
1435,100,2025-01-04,"[0.5338138319490775, 0.5139928961329113, 0.7811050127607287]",High,Moderate,High (Mobile/Wi-Fi),Low,Auditory Learner,71
1436,163,2025-01-14,"[0.4756156659573253, 0.5635655816202001, 0.9862387510768131]",Low,High,Moderate (Wi-Fi),Moderate,Auditory Learner,99
1437,120,2025-01-23,"[0.2603310790296013, 0.331341480280653, 0.79086231481542]",Low,High,High (Mobile/Wi-Fi),Low,Auditory Learner,98
1438,150,2025-01-11,"[0.0883664279445997, 0.863693890415455, 0.8080320134716027]",Low,Moderate,Low (Mobile),Moderate,Visual Learner,61
1439,141,2025-01-11,"[0.32979382187634065, 0.4056887762920184, 0.953483538086973]",Low,Moderate,High (Mobile/Wi-Fi),High,Kinesthetic Learner,76
1440,196,2025-01-15,"[0.10754275522141843, 0.4376881473007944, 0.45404369022139257]",High,Low,Moderate (Wi-Fi),Low,Kinesthetic Learner,68
1441,178,2025-01-15,"[0.906973178360511, 0.5120100260092483, 0.42687934122543636]",Low,High,Moderate (Wi-Fi),High,Visual Learner,79
1442,193,2025-01-12,"[0.5401471924057173, 0.3830561686545444, 0.13343502258463458]",Low,High,High (Mobile/Wi-Fi),High,Kinesthetic Learner,84
1443,106,2025-01-25,"[0.8824728831755623, 0.18863829683066158, 0.9793087897419456]",Moderate,High,Low (Mobile),Low,Kinesthetic Learner,81
1444,130,2025-01-06,"[0.9245270647694025, 0.6578690383332726, 0.01285307295392979]",High,Low,Moderate (Wi-Fi),Low,Auditory Learner,51
1445,186,2025-01-25,"[0.5256230600962175, 0.7908850867510173, 0.28855411145540577]",High,High,Moderate (Wi-Fi),High,Kinesthetic Learner,55
1446,100,2025-01-11,"[0.04767656371651918, 0.8252875362364698, 0.8474643344317362]",Low,Moderate,High (Mobile/Wi-Fi),Low,Kinesthetic Learner,73
1447,161,2025-01-19,"[0.06133085889581469, 0.4351253718796084, 0.8158857258393125]",High,Low,Low (Mobile),Low,Kinesthetic Learner,96
1448,161,2025-01-26,"[0.23335590542456253, 0.37660628889460346, 0.9364181771645386]",Moderate,Low,Low (Mobile),Low,Auditory Learner,95
1449,183,2025-01-27,"[0.5958202921385638, 0.7198579095974215, 0.7296583301767378]",High,High,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,60
1450,168,2025-01-10,"[0.5127119252334372, 0.3536665784788754, 0.2485063715861725]",Moderate,High,Low (Mobile),Low,Visual Learner,58
1451,160,2025-01-23,"[0.1102536371656353, 0.41216462121719866, 0.7873878749400749]",Moderate,Moderate,Low (Mobile),Moderate,Kinesthetic Learner,71
1452,103,2025-01-29,"[0.1247389738287974, 0.2022871862569624, 0.12083894280663043]",Moderate,Moderate,High (Mobile/Wi-Fi),Moderate,Visual Learner,52
1453,135,2025-01-02,"[0.44164039108909525, 0.7861310077407705, 0.11653631663894826]",High,High,Moderate (Wi-Fi),High,Kinesthetic Learner,71
1454,111,2025-01-23,"[0.3504323904720458, 0.13678276833338598, 0.5378408101516582]",High,High,Moderate (Wi-Fi),Low,Auditory Learner,85
1455,100,2025-01-24,"[0.25694301647597784, 0.7810672978265266, 0.895946911878876]",Moderate,High,High (Mobile/Wi-Fi),Low,Kinesthetic Learner,75
1456,129,2025-01-03,"[0.018823048882662174, 0.8347721194697845, 0.5679125200871864]",Low,Moderate,Low (Mobile),Moderate,Visual Learner,57
1457,168,2025-01-05,"[0.6820590116204681, 0.9028940191245638, 0.6800814990624952]",High,Low,Low (Mobile),Moderate,Visual Learner,84
1458,129,2025-01-04,"[0.327100617116744, 0.9996782789044072, 0.06681253708146295]",Moderate,High,Low (Mobile),Low,Visual Learner,61
1459,181,2025-01-07,"[0.1486873140639028, 0.778898524168174, 0.7394462314799619]",Moderate,Low,High (Mobile/Wi-Fi),High,Auditory Learner,96
1460,120,2025-01-06,"[0.17373067478047288, 0.05455651378891635, 0.18925276240289746]",High,Low,Moderate (Wi-Fi),High,Auditory Learner,50
1461,193,2025-01-04,"[0.7654772582540511, 0.24716480405018426, 0.09925125275247881]",Moderate,Low,High (Mobile/Wi-Fi),High,Auditory Learner,76
1462,189,2025-01-20,"[0.4951510274278599, 0.7007940799879202, 0.419048038161826]",Moderate,Moderate,Low (Mobile),High,Visual Learner,55
1463,135,2025-01-09,"[0.7868237166918223, 0.2557748320530756, 0.42022766069517514]",High,Moderate,Low (Mobile),Moderate,Auditory Learner,98
1464,115,2025-01-22,"[0.46519179522530585, 0.23101135492428282, 0.05702215396457999]",Low,High,Low (Mobile),Low,Kinesthetic Learner,85
1465,110,2025-01-14,"[0.7758208412723634, 0.9803025667581212, 0.23486077868533417]",Low,High,Moderate (Wi-Fi),Moderate,Kinesthetic Learner,75
1466,185,2025-01-13,"[0.4825608153383605, 0.6784119462288041, 0.4082603455836352]",Moderate,Moderate,High (Mobile/Wi-Fi),High,Kinesthetic Learner,85
1467,127,2025-01-21,"[0.9247441339900544, 0.1625857241022548, 0.2528261522693678]",High,Low,Low (Mobile),Moderate,Auditory Learner,91
1468,162,2025-01-30,"[0.9733731052094315, 0.43181193667710394, 0.7141317552578289]",High,Moderate,High (Mobile/Wi-Fi),High,Visual Learner,96
1469,129,2025-01-06,"[0.5774427206183438, 0.3889893261735594, 0.05523846485717143]",Low,Moderate,Moderate (Wi-Fi),High,Kinesthetic Learner,72
1470,155,2025-01-24,"[0.8447269373944519, 0.6201781136872864, 0.6837194423527599]",Low,Low,Moderate (Wi-Fi),Moderate,Auditory Learner,75
1471,196,2025-01-19,"[0.2840461185226676, 0.024902991287923726, 0.3679354776103865]",Low,High,High (Mobile/Wi-Fi),Moderate,Visual Learner,73
1472,140,2025-01-02,"[0.18517893750229286, 0.28362109279132286, 0.7758838316526457]",Moderate,Low,Low (Mobile),Moderate,Kinesthetic Learner,72
1473,180,2025-01-06,"[0.46291420868144917, 0.492394930488562, 0.9536937012675322]",Low,High,Low (Mobile),Moderate,Visual Learner,64
1474,150,2025-01-06,"[0.2921248910095092, 0.9218497129575625, 0.3518943258060965]",Moderate,Low,High (Mobile/Wi-Fi),High,Auditory Learner,77
1475,178,2025-01-23,"[0.5616606984244488, 0.9337345961905023, 0.5917253715441041]",Moderate,Low,Low (Mobile),Low,Visual Learner,77
1476,101,2025-01-21,"[0.6468635090942455, 0.46367151377480165, 0.10350041758966011]",Moderate,Low,Moderate (Wi-Fi),Low,Auditory Learner,54
1477,180,2025-01-28,"[0.8598527682901681, 0.011860778369128688, 0.6524151443503273]",Moderate,High,Moderate (Wi-Fi),Low,Kinesthetic Learner,54
1478,191,2025-01-12,"[0.7171765555973519, 0.9161693369712334, 0.5523921955682632]",Low,Low,Low (Mobile),Moderate,Visual Learner,51
1479,186,2025-01-29,"[0.5963643953182214, 0.9269782983189329, 0.6178011027693554]",High,Moderate,Moderate (Wi-Fi),Low,Visual Learner,86
1480,135,2025-01-06,"[0.3854936353583093, 0.6978759042324453, 0.055296600291809495]",Moderate,Moderate,Low (Mobile),Moderate,Auditory Learner,98
1481,174,2025-01-23,"[0.08423000252601431, 0.3881846023383573, 0.8632453384796084]",Moderate,Low,High (Mobile/Wi-Fi),Low,Visual Learner,58
1482,161,2025-01-10,"[0.32502104318521785, 0.7010129752147805, 0.7619208766166596]",Low,High,Low (Mobile),Moderate,Visual Learner,72
1483,173,2025-01-21,"[0.6207393382766062, 0.1461529645233136, 0.2350445115801918]",Moderate,High,Moderate (Wi-Fi),Moderate,Auditory Learner,85
1484,179,2025-01-28,"[0.20598663435855358, 0.5322339986911842, 0.8632221934862679]",Moderate,High,Low (Mobile),Moderate,Visual Learner,79
1485,166,2025-01-01,"[0.1716180100094855, 0.5950993900046484, 0.42596884644581967]",High,Low,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,54
1486,144,2025-01-10,"[0.21441761864669362, 0.7804031320061001, 0.3561123303971041]",Low,Low,Moderate (Wi-Fi),Low,Visual Learner,55
1487,129,2025-01-01,"[0.2822558723193155, 0.36527650029411496, 0.5186255429071447]",Moderate,Moderate,High (Mobile/Wi-Fi),Moderate,Visual Learner,70
1488,134,2025-01-29,"[0.12902505980982926, 0.28957321756725096, 0.3934382400854892]",Moderate,Moderate,Low (Mobile),Low,Visual Learner,73
1489,127,2025-01-19,"[0.5451570511721603, 0.8796325603207834, 0.8343465489409118]",Low,Low,High (Mobile/Wi-Fi),Low,Auditory Learner,83
1490,155,2025-01-16,"[0.4368550731235554, 0.7505849088187642, 0.08725456829199241]",High,High,Moderate (Wi-Fi),Low,Auditory Learner,52
1491,110,2025-01-21,"[0.8021386728878077, 0.6544583075345937, 0.7845295533028604]",Low,Moderate,Moderate (Wi-Fi),Moderate,Auditory Learner,64
1492,169,2025-01-21,"[0.04043915900373196, 0.2414267131496548, 0.5865612185617709]",Low,Moderate,Moderate (Wi-Fi),Moderate,Auditory Learner,82
1493,144,2025-01-09,"[0.1597620351770992, 0.6247571648832485, 0.7074189950484242]",Low,Low,Low (Mobile),Low,Visual Learner,72
1494,175,2025-01-30,"[0.7107041974520497, 0.9650751217373712, 0.8796964764978694]",Low,Moderate,High (Mobile/Wi-Fi),High,Visual Learner,77
1495,110,2025-01-09,"[0.7125064586591708, 0.3137760982212102, 0.34204657732405297]",Moderate,Moderate,High (Mobile/Wi-Fi),Low,Auditory Learner,97
1496,161,2025-01-18,"[0.20950360495617926, 0.6877918007362965, 0.3745120462924989]",Moderate,Moderate,Low (Mobile),Moderate,Kinesthetic Learner,75
1497,159,2025-01-16,"[0.6836238767892686, 0.04374041656358574, 0.7546889232497563]",Low,Moderate,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,86
1498,175,2025-01-19,"[0.66090605808541, 0.43390134228123856, 0.22649942557055636]",Low,Low,Moderate (Wi-Fi),Moderate,Kinesthetic Learner,57
1499,112,2025-01-06,"[0.5585779695183546, 0.040319868278562154, 0.5798547807279868]",Low,High,Moderate (Wi-Fi),High,Auditory Learner,68
1500,104,2025-01-30,"[0.3968065642375951, 0.8651446531469299, 0.2634994228155998]",Moderate,Moderate,Low (Mobile),High,Auditory Learner,50
1501,124,2025-01-22,"[0.3780785157825646, 0.7588810385231852, 0.21591967028860048]",Low,High,High (Mobile/Wi-Fi),High,Kinesthetic Learner,91
1502,104,2025-01-29,"[0.6654885813578308, 0.6727939231296468, 0.48214197235639633]",Moderate,Low,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,91
1503,157,2025-01-17,"[0.9631628154262668, 0.33940699257634277, 0.8811873739579321]",Low,Moderate,Low (Mobile),Moderate,Visual Learner,55
1504,160,2025-01-29,"[0.7653075045666891, 0.2934200506721577, 0.7286849564966064]",Moderate,Moderate,Moderate (Wi-Fi),Moderate,Kinesthetic Learner,65
1505,103,2025-01-04,"[0.6943604177221449, 0.13188018290711712, 0.1923290669393487]",High,Moderate,Low (Mobile),Moderate,Visual Learner,81
1506,173,2025-01-12,"[0.6423863528334888, 0.533642440878081, 0.6748020179211622]",High,Low,Low (Mobile),Low,Visual Learner,51
1507,149,2025-01-05,"[0.5514295434055607, 0.36595827774561995, 0.21627622612598596]",Moderate,Moderate,Moderate (Wi-Fi),Moderate,Kinesthetic Learner,91
1508,108,2025-01-07,"[0.5692398712182843, 0.04910111858696353, 0.3973157784722432]",Moderate,Low,Low (Mobile),Low,Auditory Learner,81
1509,126,2025-01-14,"[0.34624594271931874, 0.08252398758465052, 0.35153925804547903]",Moderate,Low,Moderate (Wi-Fi),Moderate,Auditory Learner,87
1510,187,2025-01-10,"[0.007435588384863134, 0.3869490966159108, 0.31837223657024716]",Moderate,High,Low (Mobile),High,Kinesthetic Learner,77
1511,103,2025-01-21,"[0.07927888792366755, 0.5197820076402658, 0.6470894504640831]",Low,Moderate,High (Mobile/Wi-Fi),Low,Kinesthetic Learner,99
1512,147,2025-01-27,"[0.004173685256589232, 0.9952557393468318, 0.9235285200315934]",Low,Moderate,High (Mobile/Wi-Fi),High,Kinesthetic Learner,97
1513,132,2025-01-13,"[0.3593547744629424, 0.8206943988372514, 0.44455990506612]",High,High,Moderate (Wi-Fi),High,Auditory Learner,66
1514,121,2025-01-25,"[0.5733181941572733, 0.7473591412581615, 0.12102477862425542]",High,High,Moderate (Wi-Fi),High,Auditory Learner,96
1515,125,2025-01-15,"[0.5137064464918595, 0.8954448860383987, 0.6816542694662803]",Moderate,Low,Moderate (Wi-Fi),High,Kinesthetic Learner,57
1516,163,2025-01-13,"[0.7503962769558924, 0.32136769856194314, 0.42353864180632905]",Moderate,Low,Moderate (Wi-Fi),Low,Auditory Learner,51
1517,136,2025-01-25,"[0.40307626995578605, 0.23842388051950647, 0.4288718380945974]",High,Low,High (Mobile/Wi-Fi),High,Auditory Learner,75
1518,153,2025-01-29,"[0.3296841386396523, 0.20924295185495345, 0.9624708640302173]",High,Moderate,Low (Mobile),Moderate,Kinesthetic Learner,50
1519,147,2025-01-21,"[0.16526232342211622, 0.4348857233372202, 0.6413123546549383]",Low,High,Low (Mobile),Moderate,Kinesthetic Learner,51
1520,195,2025-01-17,"[0.7025834656055543, 0.010550980146917355, 0.546978898972087]",Moderate,High,Low (Mobile),High,Auditory Learner,67
1521,146,2025-01-02,"[0.07242800356940415, 0.33865287847212633, 0.7551946520922913]",Moderate,Low,Moderate (Wi-Fi),Low,Kinesthetic Learner,95
1522,129,2025-01-21,"[0.32792441352340573, 0.09873049652929611, 0.8409532531720982]",Moderate,Low,Moderate (Wi-Fi),Moderate,Auditory Learner,91
1523,179,2025-01-07,"[0.2519350976390522, 0.545233222849167, 0.49839708387832427]",High,High,Moderate (Wi-Fi),Moderate,Kinesthetic Learner,53
1524,128,2025-01-05,"[0.5747514473784314, 0.702076386657447, 0.1269559695919915]",High,Low,High (Mobile/Wi-Fi),Low,Kinesthetic Learner,83
1525,148,2025-01-02,"[0.03834987443905258, 0.7770898898160776, 0.4180121662960645]",Low,High,Low (Mobile),Low,Auditory Learner,97
1526,102,2025-01-16,"[0.8163173889680732, 0.9463846715343629, 0.27515817020321165]",High,Moderate,High (Mobile/Wi-Fi),Moderate,Auditory Learner,93
1527,110,2025-01-06,"[0.6776392619064205, 0.42295643741644495, 0.3653054128598181]",Low,High,Moderate (Wi-Fi),Low,Kinesthetic Learner,93
1528,168,2025-01-18,"[0.8975205916344359, 0.2968434627452152, 0.6183219214179544]",Moderate,Low,Low (Mobile),Moderate,Kinesthetic Learner,98
1529,184,2025-01-04,"[0.8173962502022436, 0.4442778822057031, 0.2836702924919139]",Low,Low,Moderate (Wi-Fi),Low,Kinesthetic Learner,55
1530,105,2025-01-04,"[0.7993651356042782, 0.17947304826964605, 0.7163618713488913]",Low,High,Moderate (Wi-Fi),Low,Visual Learner,75
1531,181,2025-01-04,"[0.6971152806400867, 0.5653766184634027, 0.14064921191925717]",Low,Low,High (Mobile/Wi-Fi),Low,Kinesthetic Learner,66
1532,175,2025-01-20,"[0.1716816115025911, 0.6409952767939932, 0.49662391459572275]",Low,Moderate,Low (Mobile),High,Auditory Learner,63
1533,166,2025-01-08,"[0.8416069915128463, 0.9873112381111346, 0.8380645126879172]",Moderate,Moderate,High (Mobile/Wi-Fi),Low,Visual Learner,52
1534,110,2025-01-08,"[0.9301874655211764, 0.6715382347764457, 0.2463442108119418]",Low,Low,Low (Mobile),High,Visual Learner,89
1535,117,2025-01-18,"[0.8059571596917536, 0.6913428759745206, 0.13279152773535008]",Low,Low,Low (Mobile),Low,Kinesthetic Learner,51
1536,184,2025-01-04,"[0.3127123665241983, 0.41449159653469003, 0.828513650323081]",Low,Moderate,Moderate (Wi-Fi),Moderate,Auditory Learner,99
1537,117,2025-01-06,"[0.18440080899194589, 0.1285871703399265, 0.8919514447109663]",Moderate,High,High (Mobile/Wi-Fi),High,Visual Learner,62
1538,141,2025-01-03,"[0.17457381334105326, 0.8635004031661944, 0.9316816342241484]",Low,Low,Moderate (Wi-Fi),Moderate,Kinesthetic Learner,59
1539,197,2025-01-18,"[0.041446213234064944, 0.7793322736870666, 0.663978008208288]",Low,Low,Moderate (Wi-Fi),High,Kinesthetic Learner,88
1540,180,2025-01-10,"[0.3286857793349002, 0.3644223278891745, 0.8327267194636435]",Moderate,Moderate,High (Mobile/Wi-Fi),High,Auditory Learner,60
1541,190,2025-01-29,"[0.37278511684735915, 0.6790570491945376, 0.5953980654503708]",Low,High,Low (Mobile),Low,Kinesthetic Learner,85
1542,103,2025-01-20,"[0.571882725923451, 0.9928448670012401, 0.029583582592785707]",Moderate,Low,High (Mobile/Wi-Fi),Low,Kinesthetic Learner,68
1543,133,2025-01-09,"[0.6355223865049064, 0.9896537705699172, 0.3173001942995505]",Low,Moderate,High (Mobile/Wi-Fi),Moderate,Visual Learner,52
1544,150,2025-01-30,"[0.9315773151462018, 0.059800187998331866, 0.6931584623780462]",Low,Moderate,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,84
1545,129,2025-01-12,"[0.8782031542409627, 0.3864454719992364, 0.38280229920600384]",Moderate,Low,Moderate (Wi-Fi),High,Auditory Learner,57
1546,199,2025-01-03,"[0.22920157155773757, 0.4345080055191969, 0.5788728925511386]",Moderate,High,Moderate (Wi-Fi),High,Auditory Learner,91
1547,148,2025-01-18,"[0.09735820283034702, 0.6948081797016629, 0.5954185184320826]",Low,Moderate,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,79
1548,171,2025-01-28,"[0.4225187783175921, 0.3727808433661691, 0.4074366422242782]",Moderate,High,High (Mobile/Wi-Fi),Moderate,Kinesthetic Learner,50
1549,124,2025-01-29,"[0.5475647957041069, 0.7093146108239667, 0.758049381088831]",High,Moderate,Moderate (Wi-Fi),Moderate,Auditory Learner,59
1550,191,2025-01-12,"[0.5977347082444362, 0.8489969801597672, 0.4325694116142591]",High,Moderate,Moderate (Wi-Fi),Moderate,Visual Learner,95
1551,159,2025-01-01,"[0.7742085186347765, 0.7542447766549937, 0.08701555182457466]",Low,High,High (Mobile/Wi-Fi),High,Visual Learner,51
1552,174,2025-01-21,"[0.7062420665092741, 0.3694734302710746, 0.8098955173214957]",Low,High,High (Mobile/Wi-Fi),High,Auditory Learner,68
1553,196,2025-01-06,"[0.26103903287732266, 0.38887157129542993, 0.1425452207081085]",Moderate,Moderate,Moderate (Wi-Fi),High,Visual Learner,87
1554,115,2025-01-18,"[0.1839263223212364, 0.2250224451869285, 0.2390901658085418]",Low,Moderate,Moderate (Wi-Fi),Moderate,Kinesthetic Learner,61
1555,154,2025-01-23,"[0.8394961758611402, 0.5157657067705644, 0.8657284063732481]",Low,High,Moderate (Wi-Fi),High,Kinesthetic Learner,84
1556,101,2025-01-17,"[0.08028023794006045, 0.9341364739412827, 0.41382243832276633]",Low,Moderate,High (Mobile/Wi-Fi),Moderate,Auditory Learner,99
1557,105,2025-01-23,"[0.6475832770913755, 0.17310023950072595, 0.5906322100058593]",Moderate,High,Low (Mobile),Low,Kinesthetic Learner,71
1558,199,2025-01-03,"[0.3839514048450686, 0.5935784933960446, 0.09122593783786104]",Low,Low,High (Mobile/Wi-Fi),Low,Auditory Learner,78
